source,target,relationship,source_type,target_type
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,S. Lawndale/Little Village,has companiesMentioned,Pages,companiesMentioned
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,Brighton Park Community Council,has companiesMentioned,Pages,companiesMentioned
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,Burnside Target 4,has companiesMentioned,Pages,companiesMentioned
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,Mayor’s Office,has companiesMentioned,Pages,companiesMentioned
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,New Life South Lawndale,has companiesMentioned,Pages,companiesMentioned
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,Target Englewood No 9,has companiesMentioned,Pages,companiesMentioned
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,DePaul University,has companiesMentioned,Pages,companiesMentioned
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,Distress Signal,has companiesMentioned,Pages,companiesMentioned
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,"Acclivus, University of Chicago",has companiesMentioned,Pages,companiesMentioned
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,UIC/Cure Violence,has companiesMentioned,Pages,companiesMentioned
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,City-Wide Outreach: Needs assessment,has title,Pages,title
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,Jalon Arthur,has author,Pages,peopleMentioned
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,1164463.7c85b41fd14847b29648c66d378be5df6fdf301b,has parent,Pages,parent
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,0427bc58c6e40c7baeaa140be4f7e3b275868713,has pdfHash,Pages,pdfHash
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,June 2019- Citywide Outreach Needs Assessment.docx,has fileName,Pages,fileName
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,40917,has fileSize,Pages,fileSize
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,application/vnd.openxmlformats-officedocument.wordprocessingml.document,has mimeType,Pages,mimeType
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,1164463.7c85b41fd14847b29648c66d378be5df6fdf301b,has ancestors,Pages,parent
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,2019-06-06T23:38:00,has authoredAt,Pages,authoredAt
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,2019-06-07T01:48:00,has modifiedAt,Pages,modifiedAt
b5d299243ee4a59f1c744240fd89b3d70819fb17.37f253dd2245cd04587f7ee319923185d63575cb,49a973b1d9f799b1bbe9cad26d1dd0e2c85c10ca,has contentHash,Pages,contentHash
2ed4e68875ac1ee4ae98576cfe601210746a1cc6.682266079f523e9bb61dd3ef120160c4815309ae,coronavirus@chicago.gov,has emailMentioned,Pages,emailMentioned
2ed4e68875ac1ee4ae98576cfe601210746a1cc6.682266079f523e9bb61dd3ef120160c4815309ae,Niagara Falls,has peopleMentioned,Pages,peopleMentioned
2ed4e68875ac1ee4ae98576cfe601210746a1cc6.682266079f523e9bb61dd3ef120160c4815309ae,Jose M. Gandia,has peopleMentioned,Pages,peopleMentioned
2ed4e68875ac1ee4ae98576cfe601210746a1cc6.682266079f523e9bb61dd3ef120160c4815309ae,J.B. Pritzker,has peopleMentioned,Pages,peopleMentioned
2ed4e68875ac1ee4ae98576cfe601210746a1cc6.682266079f523e9bb61dd3ef120160c4815309ae,Donald Trump,has peopleMentioned,Pages,peopleMentioned
2ed4e68875ac1ee4ae98576cfe601210746a1cc6.682266079f523e9bb61dd3ef120160c4815309ae,1163573.2c3bfdfec5fb6b36531ccc0def7fa23984ff25fc,has parent,Pages,parent
2ed4e68875ac1ee4ae98576cfe601210746a1cc6.682266079f523e9bb61dd3ef120160c4815309ae,20200330 Daily HLS Brief.pdf,has fileName,Pages,fileName
2ed4e68875ac1ee4ae98576cfe601210746a1cc6.682266079f523e9bb61dd3ef120160c4815309ae,366135,has fileSize,Pages,fileSize
2ed4e68875ac1ee4ae98576cfe601210746a1cc6.682266079f523e9bb61dd3ef120160c4815309ae,application/pdf,has mimeType,Pages,mimeType
2ed4e68875ac1ee4ae98576cfe601210746a1cc6.682266079f523e9bb61dd3ef120160c4815309ae,1163573.2c3bfdfec5fb6b36531ccc0def7fa23984ff25fc,has ancestors,Pages,parent
2ed4e68875ac1ee4ae98576cfe601210746a1cc6.682266079f523e9bb61dd3ef120160c4815309ae,f5a65246b795b10b49a20a1360a798253e8bc7f9,has contentHash,Pages,contentHash
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Lori E. Lightfoot,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Samir Mayekar,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Rob Fojtik,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Nick Turkal,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Martin Judd,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Maurice Classen,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Anne Sheahan,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Sybil Madison,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Allison Arwady,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Sus Lee,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Mike Frisch,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Joe Schuster,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Rachael Elman,has peopleMentioned,Pages,peopleMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,McCormick Place Alternative Care Facility,has companiesMentioned,Pages,companiesMentioned
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Molly Norburg,has author,Pages,author
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,Danielle Marburgh,has author,Pages,author
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,1163613.d69c6c1dbfffd9c77336af08a6bdc1489f504291,has parent,Pages,parent
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,713a05c7a6c2b1e08fad806e90a7eab4433dd8ce,has pdfHash,Pages,pdfHash
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,COVERSHEET_0411_McCormick Alternate Care Site Update.docx,has fileName,Pages,fileName
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,266535,has fileSize,Pages,fileSize
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,application/vnd.openxmlformats-officedocument.wordprocessingml.document,has mimeType,Pages,mimeType
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,1163613.d69c6c1dbfffd9c77336af08a6bdc1489f504291,has ancestors,Pages,parent
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,2020-04-10T21:33:00,has authoredAt,Pages,authoredAt
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,2020-04-11T02:27:00,has modifiedAt,Pages,modifiedAt
f2d32ed719dd501d005abd8750b56a1b470b5065.3995a69a431233a7be015e0258e61d3818599788,d9c83bee65675f48d53d858aeaee889cd14bceba,has contentHash,Pages,contentHash
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,"Boik, Robert A.",has author,Pages,author
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,Nicole Boik,has author,Pages,author
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,1163622.6ae6ea295bb9cc4b8e6864abd8a000b816280ac0,has parent,Pages,parent
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,1e5ae3f483100587da1fc83979532881a9ea71e8,has pdfHash,Pages,pdfHash
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,Key Answers to hot topics (2).docx,has fileName,Pages,fileName
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,37930,has fileSize,Pages,fileSize
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,application/vnd.openxmlformats-officedocument.wordprocessingml.document,has mimeType,Pages,mimeType
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,1163622.6ae6ea295bb9cc4b8e6864abd8a000b816280ac0,has ancestors,Pages,parent
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,2020-04-18T22:20:00,has authoredAt,Pages,authoredAt
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,2020-04-18T22:20:00,has modifiedAt,Pages,authoredAt
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,db9ea9ed2a031c9418383999232f15c72b4b2a4c,has contentHash,Pages,contentHash
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,"Boik, Robert A.",has author,Pages,author
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,Nicole Boik,has author,Pages,author
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,1163622.6ae6ea295bb9cc4b8e6864abd8a000b816280ac0,has parent,Pages,parent
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,1e5ae3f483100587da1fc83979532881a9ea71e8,has pdfHash,Pages,pdfHash
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,Key Answers to hot topics (2).docx,has fileName,Pages,fileName
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,37930,has fileSize,Pages,fileSize
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,application/vnd.openxmlformats-officedocument.wordprocessingml.document,has mimeType,Pages,mimeType
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,1163622.6ae6ea295bb9cc4b8e6864abd8a000b816280ac0,has ancestors,Pages,parent
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,2020-04-18T22:20:00,has authoredAt,Pages,authoredAt
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,2020-04-18T22:20:00,has modifiedAt,Pages,authoredAt
e681e5581b9167abb52ced645ad389dab8163dab.1b54488ffc9c71454c7f0767f3bc4bc3fc735aa8,db9ea9ed2a031c9418383999232f15c72b4b2a4c,has contentHash,Pages,contentHash
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Lori E. Lightfoot,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Deronis Cooper,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Billy Monahan,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Nina Moore,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Kelsey Nulph,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Maurice Classen,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Anne Sheahan,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Michael Crowley,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Sybil Madison,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Samir Mayekar,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Allison Arwady,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Megan Vidis,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Rich Guidice,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Andrew Buchanan,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Nick Turkal,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Anel Ruiz,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Dan Lurie,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Carl Gutierrez,has peopleMentioned,Pages,author
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Jack Fetsch,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Heidi Zeiger,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Jordan Troy,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Alex Murphy,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Vance Henry,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,J.D. Van Slyke,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Candace Moore,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Taylor Lewis,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Marielle Fricchione,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Lauren Huffman,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Jennie Bennett,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Jordan Troy Dial,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Megan Vidis Brief,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Susan Lee,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Margaret Decker,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Norman Kerr,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Pat Mullane,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Angela Weis,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Stephaney Harris,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Michael Milstein,has peopleMentioned,Pages,author
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Celia Meza,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Han Nguyen,has peopleMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,EPU Tail,has companiesMentioned,Pages,companiesMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,5th Floor,has companiesMentioned,Pages,companiesMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Depart Little Italy for HOME Travel Time,has companiesMentioned,Pages,companiesMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Han Nguyen,has companiesMentioned,Pages,peopleMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Lyndsey Evans,has companiesMentioned,Pages,companiesMentioned
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,Julie Fulara,has author,Pages,author
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,1163631.4db81debb60010a4353583f454822c20d1541253,has parent,Pages,parent
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,866db101b34274155cc572f68595240736467ae3,has pdfHash,Pages,pdfHash
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,04.07.20 SCHEDULE.docx,has fileName,Pages,fileName
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,277369,has fileSize,Pages,fileSize
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,application/vnd.openxmlformats-officedocument.wordprocessingml.document,has mimeType,Pages,mimeType
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,1163631.4db81debb60010a4353583f454822c20d1541253,has ancestors,Pages,parent
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,2020-04-06T21:25:00,has authoredAt,Pages,authoredAt
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,2020-04-06T23:27:00,has modifiedAt,Pages,modifiedAt
29f9cb5222fa571a7bd354f12669900a81edb73e.918972d2ad65157c8257c644a0b06d83548a81fe,5e5353820e24a98eb91a390ae2582affdef96777,has contentHash,Pages,contentHash
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,Allen_butler@gbtpa.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,drleonfinney312@amail.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,fourrm@wido.or,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,Fourry@iarade.ora,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,mkm@mkmservices.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,allen81354@aol.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,the51ststreetbusinessassociation@yahoo.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,aacanatilassoc@gmail.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,asmith5283@yahoo.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,aogrc@angelofgodresourcecenter.org,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,aaabna@yahoo.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,nakmancoro@aol.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,bcunewera@att.net,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,Karen.r@businessieadershipcouncil.org,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,jholston@igbtcc.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,melindakeliy@cbaworks.org,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,sbrinston@thechicagourbanleaque.ora,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,pbarreda@chicagomsdc.org,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,jvellinga@cwit2.org,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,info@contractoradvisors.us,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,rmcgowan@cosmochamber.org,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,dennisdoforself@hotmail.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,fwechicago@aol.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,lacy@farsouth.org,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,Info@freshstartnow.us,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,grandevents1@sbeglobal.net,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,markallen2800@aol.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,neighborhooddevservices@gmail.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,jmitchell@rainbowpush.org,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,ynoyo@realmencook.com,has emailMentioned,Pages,emailMentioned
bb767aa0532c5e0e1cd6ca817121f0d60da2d3f5.292b5d6b080c65dacd16aa33b4f625d752c4d257,rtwvetcenter@yahoo.com,has emailMentioned,Pages,emailMentioned
